Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Rel_Yield,Profit_per_Ha,Revenue_per_Ha,Cost_per_Ha,Water_per_Ha,Is_Profitable,Breakeven_Yield,Yield_vs_Breakeven
SF12460,Maharashtra,Guntur,Chilli,Rabi,13.02,204.3,16.2,63.5,5.8,6.82,31.1,116.4,46.5,94.6,Drip,201.3,6.15,0.92,1.35,17.58,113200,851401,1990056,1138655,6707,2.621,31.8,0.8681672025723473,87454.30107526881,152846.08294930877,65391.78187403994,515.1305683563749,True,0.5776659176151938,2.3369909126251907
SF12461,Karnataka,Indore,Cotton,Zaid,0.64,413.1,31.2,65.5,6.5,6.8,19.0,133.8,78.4,104.8,Sprinkler,256.4,5.44,0.69,1.68,1.08,65800,53320,71064,17744,464,2.328,50.3,1.3548387096774193,27725.0,111037.5,83312.5,725.0,True,1.266147416413374,1.326859714928732
SF12462,Telangana,Guntur,Wheat,Kharif,13.76,1132.6,30.7,74.0,6.6,6.4,33.3,155.1,79.6,71.4,Flood,246.4,6.51,0.98,2.56,35.23,18940,916871,667256,-249615,7953,4.43,56.5,1.1557562076749437,-18140.625,48492.441860465115,66633.06686046511,577.9796511627907,False,3.5181133506053386,0.7276627399056138
SF12463,Tamil Nadu,Warangal,Maize,Rabi,1.87,313.5,23.5,62.4,6.8,6.52,22.3,92.8,68.3,78.2,Drip,273.4,4.0,0.75,3.45,6.45,20444,122956,131864,8908,862,7.483,32.0,1.2105263157894737,4763.636363636363,70515.50802139037,65751.871657754,460.96256684491976,True,3.2161940744352377,1.0726964605224636
SF12464,Tamil Nadu,Ludhiana,Rice,Kharif,4.84,1199.0,25.0,88.3,6.9,6.75,25.9,92.0,46.2,131.8,Rainfed,155.5,1.96,0.7,2.93,14.18,23459,252831,332649,79818,4077,3.478,87.7,1.1910569105691058,16491.322314049587,68729.13223140496,52237.80991735537,842.3553719008265,True,2.2267705323055274,1.3158068860226795
SF12465,Madhya Pradesh,Guntur,Cotton,Kharif,3.82,736.8,31.1,60.8,7.2,7.27,27.6,107.0,60.9,63.9,Rainfed,272.6,5.53,0.8,1.34,5.12,58491,310556,299474,-11082,1423,3.598,42.9,1.0806451612903227,-2901.0471204188484,78396.33507853403,81297.38219895288,372.5130890052356,False,1.3899126737267764,0.9640893455608651
SF12466,Karnataka,Warangal,Maize,Rabi,0.66,707.3,25.8,47.2,8.4,7.86,23.9,89.6,41.6,162.6,Sprinkler,218.7,4.0,0.95,1.1,0.73,20982,44785,15317,-29468,414,1.763,34.7,0.3859649122807018,-44648.48484848485,23207.575757575756,67856.06060606061,627.2727272727273,False,3.2340129923773047,0.3401346879535559
SF12467,Punjab,Rajkot,Sugarcane,Rabi,14.36,80.0,20.6,57.9,6.1,6.2,31.8,120.7,69.2,103.9,Drip,167.8,5.29,0.76,35.03,503.03,3041,1003681,1529714,526033,23175,21.706,21.9,0.7293358317718093,36631.82451253482,106526.04456824512,69894.2200557103,1613.857938718663,True,22.983959242259225,1.5241064270420583
SF12468,Telangana,Ludhiana,Maize,Kharif,13.87,856.1,28.1,74.2,5.5,7.13,33.7,163.9,54.6,84.4,Flood,236.5,5.93,0.93,3.43,47.57,21740,1187483,1034172,-153311,10425,4.563,48.2,1.2035087719298245,-11053.424657534248,74561.78803172315,85615.2126892574,751.6222062004326,False,3.9381422580155196,0.8709690446094807
SF12469,Maharashtra,Raichur,Pulses,Rabi,5.8,562.2,22.5,54.2,8.7,7.44,27.1,170.1,40.3,68.5,Sprinkler,139.6,4.61,0.99,0.77,4.47,77279,370999,345437,-25562,2322,1.925,36.0,0.8191489361702128,-4407.241379310345,59558.10344827586,63965.34482758621,400.3448275862069,False,0.8277196240581038,0.9302666961366473
SF12470,Tamil Nadu,Nalgonda,Pulses,Zaid,11.53,141.8,33.0,54.6,7.2,5.69,23.5,88.2,73.4,101.9,Sprinkler,335.9,2.67,0.8,0.3,3.46,71128,1011029,246103,-764926,3969,0.872,33.6,0.3191489361702128,-66342.23764093668,21344.579358196013,87686.8169991327,344.2324371205551,False,1.23280307332039,0.24334786835985908
SF12471,Karnataka,Warangal,Sugarcane,Rabi,7.94,318.5,25.0,48.4,7.6,5.99,24.9,143.4,42.0,119.9,Drip,143.8,2.63,0.65,34.71,275.6,3964,470249,1092478,622229,10799,25.521,27.3,0.7226733291692692,78366.37279596977,137591.6876574307,59225.31486146095,1360.0755667506296,True,14.940795878269665,2.323169413651066
SF12472,Gujarat,Nalgonda,Cotton,Kharif,5.88,897.5,26.2,64.6,8.0,7.62,34.6,147.8,75.5,56.6,Rainfed,82.7,2.54,0.88,0.54,3.18,72962,377635,232019,-145616,2878,1.105,61.6,0.435483870967742,-24764.625850340137,39459.013605442175,64223.639455782315,489.4557823129252,False,0.8802340870012104,0.6134731748910985
SF12473,Maharashtra,Guntur,Rice,Rabi,3.38,660.9,25.7,60.2,7.8,7.32,21.1,111.4,44.3,52.2,Sprinkler,244.3,4.42,0.99,2.67,9.02,21181,216657,191053,-25604,5609,1.608,56.4,1.0853658536585367,-7575.1479289940835,56524.55621301776,64099.70414201183,1659.4674556213017,False,3.026283185024873,0.8822703748321078
SF12474,Karnataka,Ludhiana,Rice,Kharif,3.9,531.9,24.4,73.6,6.5,6.38,31.9,92.4,26.9,79.8,Flood,193.8,7.36,0.98,3.48,13.57,17849,320595,242211,-78384,7580,1.79,50.3,1.4146341463414633,-20098.46153846154,62105.38461538462,82203.84615384616,1943.5897435897436,False,4.60551549968324,0.7556157394843962
SF12475,Maharashtra,Rajkot,Maize,Rabi,1.23,220.9,19.8,54.0,8.4,8.13,16.2,154.6,53.2,68.2,Rainfed,174.5,5.98,0.88,0.3,0.37,22268,73811,8239,-65572,403,0.918,34.0,0.10526315789473684,-53310.56910569106,6698.373983739837,60008.9430894309,327.6422764227642,False,2.6948510458698984,0.11132340708024548
SF12476,Gujarat,Indore,Wheat,Kharif,13.69,972.5,28.6,72.2,6.5,6.59,27.4,103.7,55.2,125.2,Flood,130.8,0.83,0.69,2.54,34.77,23654,767813,822450,54637,9571,3.633,62.4,1.146726862302483,3991.0153396639885,60076.69831994156,56085.682980277576,699.1234477720965,True,2.3710866229930487,1.071238804761055
SF12477,Tamil Nadu,Ludhiana,Chilli,Zaid,1.72,283.3,31.6,60.6,7.3,6.88,10.7,126.7,80.9,80.1,Sprinkler,237.6,6.45,0.9,1.52,2.61,87375,98557,228049,129492,1043,2.502,36.4,0.9774919614147909,75286.04651162791,132586.62790697673,57300.58139534884,606.3953488372093,True,0.6558006454403301,2.317777529754355
SF12478,Karnataka,Rajkot,Cotton,Kharif,3.61,838.9,31.1,58.9,8.5,6.97,25.1,129.6,68.6,118.7,Sprinkler,251.4,3.89,0.98,1.81,6.53,74096,228283,483847,255564,2896,2.255,57.4,1.4596774193548387,70793.35180055402,134029.63988919667,63236.288088642665,802.2160664819945,True,0.8534372717642338,2.12083542620344
SF12479,Maharashtra,Krishna,Chilli,Rabi,4.62,331.2,22.3,54.7,7.8,5.2,19.2,143.0,58.7,72.6,Rainfed,149.3,3.68,0.99,0.3,1.39,95515,254886,132766,-122120,1583,0.878,39.9,0.19292604501607713,-26432.90043290043,28737.22943722944,55170.129870129866,342.64069264069263,False,0.5776069713671137,0.5193843129869824
SF12480,Andhra Pradesh,Ludhiana,Rice,Zaid,10.53,276.4,29.6,54.0,7.8,7.42,31.6,104.8,69.3,108.4,Drip,109.6,6.87,0.76,1.58,16.64,21753,550728,361970,-188758,15655,1.063,35.6,0.6422764227642277,-17925.73599240266,34375.11870845204,52300.8547008547,1486.70465337132,False,2.4043053694136303,0.6571544613674991
SF12481,Madhya Pradesh,Warangal,Wheat,Kharif,6.0,797.1,27.6,85.0,6.5,5.76,28.7,129.2,64.0,121.4,Sprinkler,151.0,4.21,0.85,1.31,7.86,22653,383852,178053,-205799,2719,2.891,53.0,0.5914221218961626,-34299.833333333336,29675.5,63975.333333333336,453.1666666666667,False,2.8241439691578747,0.4638573721121682
SF12482,Andhra Pradesh,Ludhiana,Wheat,Rabi,9.91,349.5,22.7,54.2,7.5,6.09,28.9,135.6,58.0,68.6,Rainfed,291.6,2.04,0.66,1.35,13.38,20561,832771,275106,-557665,3033,4.411,40.2,0.6094808126410836,-56272.956609485365,27760.443995963673,84033.40060544905,306.0544904137235,False,4.087028870456157,0.3303133016159304
SF12483,Madhya Pradesh,Warangal,Pulses,Rabi,13.25,614.4,22.3,53.7,7.5,7.25,20.7,73.9,69.8,99.2,Drip,267.7,8.14,0.82,0.96,12.72,85850,957679,1092012,134333,4347,2.926,35.4,1.0212765957446808,10138.33962264151,82416.0,72277.6603773585,328.07547169811323,True,0.8419063526774432,1.1402693386823768
SF12484,Madhya Pradesh,Guntur,Pulses,Kharif,10.17,558.9,30.6,69.3,6.8,6.76,34.7,137.5,52.8,79.6,Rainfed,121.5,2.71,0.89,1.19,12.1,69003,611957,834936,222979,1965,6.158,58.8,1.2659574468085106,21925.1720747296,82097.93510324483,60172.76302851524,193.21533923303835,True,0.8720311150024671,1.3646302058804785
SF12485,Punjab,Raichur,Groundnut,Rabi,8.68,571.3,22.2,49.5,5.7,6.62,25.9,121.3,51.5,155.4,Sprinkler,135.5,7.35,0.81,2.35,20.4,60171,556483,1227488,671005,3942,5.175,30.5,1.6785714285714288,77304.72350230414,141415.668202765,64110.94470046083,454.147465437788,True,1.0654791294886379,2.205580508299445
SF12486,Maharashtra,Krishna,Maize,Zaid,0.87,389.3,26.6,38.4,6.8,7.08,20.7,90.8,60.2,62.6,Rainfed,195.2,5.49,0.76,2.31,2.01,19871,49742,39941,-9801,280,7.179,37.1,0.8105263157894737,-11265.51724137931,45909.19540229885,57174.71264367816,321.8390804597701,False,2.877294179642603,0.8028376160990711
SF12487,Gujarat,Nalgonda,Wheat,Rabi,13.31,428.9,26.7,65.6,7.9,6.47,18.5,117.7,65.3,136.1,Flood,142.0,5.2,0.81,2.94,39.13,21588,872262,844738,-27524,8356,4.683,41.6,1.327313769751693,-2067.9188580015025,63466.4162283997,65534.3350864012,627.7986476333583,False,3.035683485566111,0.9684804143709115
SF12488,Andhra Pradesh,Indore,Wheat,Kharif,12.95,533.3,29.3,81.7,6.8,6.44,29.5,74.2,73.5,111.6,Sprinkler,198.4,8.28,0.97,3.47,44.94,20617,1055580,926528,-129052,5046,8.906,50.8,1.5665914221218964,-9965.405405405407,71546.56370656371,81511.96911196911,389.65250965250965,False,3.9536290009200714,0.8776746627446522
SF12489,Madhya Pradesh,Nalgonda,Wheat,Rabi,8.48,551.8,23.6,54.0,8.5,6.81,29.7,123.3,76.2,121.9,Rainfed,291.2,10.19,0.81,3.2,27.14,20512,636475,556696,-79779,2573,10.548,30.3,1.4446952595936797,-9407.900943396226,65648.11320754717,75056.01415094339,303.4198113207547,False,3.659127054940688,0.8745255226049728
SF12490,Telangana,Guntur,Wheat,Rabi,4.29,123.8,22.8,38.4,8.1,5.2,27.8,151.4,54.8,152.0,Drip,185.7,5.82,0.83,0.3,1.29,23865,332962,30786,-302176,2337,0.552,26.1,0.13544018058690746,-70437.29603729604,7176.223776223776,77613.51981351982,544.7552447552448,False,3.252190228934415,0.09224552651653942
SF12491,Gujarat,Erode,Wheat,Kharif,14.93,673.6,29.0,68.9,7.1,8.39,20.0,139.2,50.3,139.4,Rainfed,138.2,9.13,0.67,0.3,4.48,20470,914499,91706,-822793,4850,0.924,45.0,0.13544018058690746,-55110.046885465505,6142.397856664435,61252.44474212994,324.8492967180174,False,2.992303113929162,0.10025722280724199
SF12492,Madhya Pradesh,Raichur,Cotton,Rabi,5.62,520.2,20.4,61.2,6.4,7.18,20.1,118.8,38.0,157.2,Sprinkler,196.7,6.97,0.81,1.28,7.19,73279,439849,526876,87027,4493,1.6,26.2,1.032258064516129,15485.231316725978,93750.17793594307,78264.94661921708,799.4661921708185,True,1.0680405930650947,1.1984563211465755
SF12493,Madhya Pradesh,Guntur,Maize,Kharif,0.5,756.5,30.2,70.5,7.0,5.96,27.9,86.8,43.2,147.4,Rainfed,151.8,8.95,0.73,2.33,1.16,20071,32932,23282,-9650,173,6.705,37.7,0.8175438596491228,-19300.0,46564.0,65864.0,346.0,False,3.2815504957401225,0.710030213773837
SF12494,Maharashtra,Krishna,Maize,Zaid,2.89,420.8,27.6,54.3,8.2,7.09,15.7,144.0,65.2,84.3,Flood,291.5,4.39,0.94,3.02,8.73,21462,255742,187363,-68379,2445,3.571,38.4,1.0596491228070175,-23660.55363321799,64831.487889273354,88492.04152249134,846.0207612456747,False,4.123196417970894,0.7324414589703687
SF12495,Telangana,Warangal,Rice,Kharif,13.74,726.5,28.5,85.1,6.6,6.07,35.0,124.3,36.8,95.9,Rainfed,285.8,5.2,0.75,2.09,28.72,21365,1113527,613603,-499924,12414,2.314,43.6,0.8495934959349593,-36384.57059679767,44658.15138282387,81042.72197962154,903.4934497816594,False,3.793246991791319,0.5509791491360335
SF12496,Gujarat,Krishna,Maize,Kharif,0.9,778.5,26.2,67.9,7.4,5.61,22.3,100.9,69.9,107.1,Sprinkler,287.1,4.63,0.92,1.07,0.96,18840,65057,18086,-46971,536,1.791,49.3,0.37543859649122807,-52190.0,20095.555555555555,72285.55555555555,595.5555555555555,False,3.8368129275772582,0.2788772922206681
SF12497,Tamil Nadu,Erode,Chilli,Rabi,3.37,417.3,22.5,68.6,5.7,6.35,26.6,93.2,61.3,101.2,Rainfed,154.5,3.48,0.83,1.81,6.1,91403,232137,557558,325421,1240,4.919,35.3,1.1639871382636655,96564.0949554896,165447.4777448071,68883.3827893175,367.9525222551929,True,0.7536227781289181,2.4017320767477828
SF12498,Maharashtra,Krishna,Rice,Rabi,7.96,132.3,23.6,60.0,8.2,7.64,14.3,40.0,85.9,96.5,Sprinkler,163.8,3.94,0.99,0.98,7.8,23688,536525,184766,-351759,11517,0.677,35.0,0.3983739837398374,-44190.82914572865,23211.80904522613,67402.63819095478,1446.859296482412,False,2.845433898638753,0.34441144476026275
SF12499,Maharashtra,Nashik,Maize,Rabi,4.73,263.8,22.7,51.8,8.0,7.34,23.9,128.3,58.9,118.6,Drip,169.6,4.09,0.82,2.15,10.17,18493,289077,188074,-101003,2686,3.786,33.0,0.7543859649122806,-21353.699788583508,39761.94503171247,61115.64482029598,567.8646934460887,False,3.304798833087978,0.6505690992365356
SF12500,Maharashtra,Nashik,Maize,Kharif,13.31,788.0,26.1,93.5,8.6,7.21,35.8,145.5,53.4,86.6,Sprinkler,182.1,6.36,0.81,3.64,48.45,23023,935061,1115464,180403,6955,6.966,62.9,1.2771929824561403,13553.944402704732,83806.46130728775,70252.51690458301,522.5394440270474,True,3.0514058508701303,1.19289277726266
SF12501,Karnataka,Indore,Pulses,Rabi,13.13,399.8,23.5,65.8,7.2,7.21,24.4,116.6,61.4,97.9,Rainfed,161.6,6.18,1.0,0.79,10.37,73957,766522,766934,412,2614,3.967,35.4,0.8404255319148937,31.378522467631377,58410.81492764661,58379.436405178974,199.08606245239906,True,0.7893699907402811,1.0007981165576463
SF12502,Telangana,Nashik,Maize,Kharif,12.75,966.5,28.6,64.9,6.0,7.24,27.5,136.0,48.4,157.1,Rainfed,199.8,3.33,0.78,2.86,36.46,21044,818972,767264,-51708,4084,8.928,62.6,1.0035087719298246,-4055.529411764706,60177.56862745098,64233.098039215685,320.3137254901961,False,3.0523236095426576,0.9369910815021759
SF12503,Madhya Pradesh,Indore,Pulses,Kharif,9.29,713.7,33.1,94.8,6.0,6.8,27.0,133.6,50.3,138.9,Sprinkler,244.7,5.85,0.82,1.78,16.54,66794,658212,1104773,446561,3977,4.159,65.9,1.893617021276596,48068.99892357374,118920.66738428418,70851.66846071045,428.0947255113025,True,1.060748996327671,1.6780595656110793
SF12504,Gujarat,Guntur,Chilli,Rabi,3.48,255.5,26.8,56.8,8.5,6.32,24.1,102.3,88.4,39.9,Rainfed,137.0,7.34,0.8,1.38,4.8,98018,211409,470486,259077,1272,3.774,33.4,0.8874598070739548,74447.41379310345,135197.1264367816,60749.71264367816,365.51724137931035,True,0.6197811896149499,2.2265922604997894
SF12505,Tamil Nadu,Warangal,Chilli,Rabi,1.75,608.3,24.3,62.2,7.3,7.46,24.5,90.9,56.9,90.6,Drip,247.7,5.3,0.83,1.26,2.2,115831,124326,254828,130502,865,2.543,50.2,0.810289389067524,74572.57142857143,145616.0,71043.42857142857,494.2857142857143,True,0.6133369181948577,2.0543358187346175
SF12506,Telangana,Erode,Sugarcane,Zaid,13.63,80.0,33.1,59.6,8.5,6.2,20.5,107.8,80.5,36.2,Sprinkler,182.4,7.02,0.76,36.88,502.67,4115,879387,2068487,1189100,24876,20.207,26.4,0.7678534249427441,87241.37931034483,151759.86793837123,64518.48862802641,1825.0917094644167,True,15.678855073639468,2.3522125708021613
SF12507,Punjab,Rajkot,Rice,Kharif,12.79,1100.9,28.8,63.4,6.5,5.2,25.9,168.4,37.8,117.7,Rainfed,170.2,3.05,0.85,0.3,3.84,21037,728320,80782,-647538,10325,0.372,63.8,0.12195121951219512,-50628.45973416732,6316.028146989836,56944.487881157154,807.2713057075841,False,2.7068730275779416,0.11082898863137082
SF12508,Punjab,Nashik,Groundnut,Rabi,4.54,94.0,20.0,56.3,6.0,6.5,18.8,146.1,53.9,108.4,Sprinkler,94.6,5.72,0.98,1.28,5.81,60531,327168,351685,24517,2146,2.707,29.0,0.9142857142857144,5400.22026431718,77463.65638766519,72063.43612334802,472.6872246696035,True,1.1905211564875522,1.0751593896713614
SF12509,Tamil Nadu,Krishna,Chilli,Rabi,5.97,388.4,24.8,61.9,9.2,7.83,16.3,102.6,31.0,64.6,Drip,192.3,2.16,0.89,0.44,2.63,109986,403287,289263,-114024,3258,0.807,62.6,0.28295819935691313,-19099.497487437187,48452.76381909548,67552.26130653267,545.7286432160804,False,0.6141896360130623,0.7163911179879341
SF12510,Telangana,Nalgonda,Wheat,Rabi,13.21,387.7,20.1,33.4,8.0,6.82,25.1,116.9,31.2,43.9,Drip,183.9,4.52,0.75,2.64,34.87,26439,1053595,921928,-131667,6576,5.303,26.0,1.1918735891647856,-9967.221801665404,69790.15897047691,79757.3807721423,497.8046934140802,False,3.0166564836847956,0.875141075650511
SF12511,Gujarat,Nashik,Pulses,Rabi,1.02,322.0,21.8,68.9,6.7,6.33,24.8,81.8,61.8,95.3,Drip,251.8,7.24,0.79,1.04,1.06,67508,71959,71558,-401,296,3.581,32.5,1.1063829787234043,-393.1372549019608,70154.90196078431,70548.03921568628,290.19607843137254,False,1.0450322808509551,0.9951845689906752
SF12512,Telangana,Nalgonda,Groundnut,Rabi,4.03,336.3,18.9,60.7,6.7,6.74,20.7,79.9,48.7,83.6,Rainfed,135.7,6.61,0.94,1.13,4.55,67310,266404,306260,39856,1118,4.07,16.8,0.8071428571428572,9889.826302729529,75995.03722084367,66105.21091811414,277.41935483870964,True,0.9821008901814611,1.1505946194501582
SF12513,Punjab,Nashik,Cotton,Zaid,11.52,317.8,28.0,53.8,7.5,5.78,11.9,154.1,71.7,73.9,Drip,197.3,6.28,0.93,0.48,5.53,56486,845028,312368,-532660,6682,0.828,14.9,0.3870967741935484,-46237.847222222226,27115.277777777777,73353.125,580.0347222222223,False,1.2986071769996106,0.36962678822476885
SF12514,Madhya Pradesh,Rajkot,Rice,Kharif,12.12,940.3,25.4,86.1,6.9,7.84,28.6,93.3,85.3,63.9,Flood,304.8,4.94,0.68,0.69,8.36,22476,929527,187899,-741628,19977,0.418,65.8,0.28048780487804875,-61190.429042904296,15503.217821782178,76693.64686468647,1648.2673267326734,False,3.4122462566598357,0.20221283814241006
SF12515,Telangana,Erode,Maize,Rabi,13.8,578.9,20.7,58.6,6.7,6.8,24.8,106.9,52.4,77.1,Rainfed,226.1,9.44,0.92,3.45,47.61,18321,957938,872263,-85675,4441,10.721,25.3,1.2105263157894737,-6208.333333333333,63207.46376811594,69415.79710144927,321.81159420289856,False,3.788865078404523,0.910562906993981
SF12516,Andhra Pradesh,Nalgonda,Groundnut,Rabi,1.29,378.7,24.2,33.3,8.7,6.59,25.6,111.0,62.8,98.1,Drip,237.4,5.03,0.91,1.75,2.26,56907,91936,128610,36674,564,4.007,25.4,1.25,28429.457364341084,99697.67441860464,71268.21705426356,437.2093023255814,True,1.2523629264284457,1.3973585157065787
SF12517,Gujarat,Raichur,Wheat,Rabi,5.5,652.7,20.1,44.1,7.9,7.43,28.7,171.4,53.9,152.5,Rainfed,237.7,2.7,0.84,1.44,7.92,24838,407304,196717,-210587,1560,5.077,43.5,0.6501128668171557,-38288.545454545456,35766.72727272727,74055.27272727272,283.6363636363636,False,2.9815312314708398,0.48297330740675276
SF12518,Punjab,Indore,Groundnut,Kharif,6.17,828.8,28.2,69.1,6.4,6.83,37.0,129.9,64.1,75.5,Rainfed,104.0,3.29,0.83,1.86,11.48,62518,326886,717707,390821,1593,7.207,58.5,1.3285714285714287,63342.139384116694,116322.04213938412,52979.90275526742,258.18476499189626,True,0.8474343829819799,2.19486020080395
SF12519,Madhya Pradesh,Indore,Wheat,Kharif,14.9,969.2,29.1,65.9,7.2,6.28,39.3,104.9,39.2,104.3,Drip,223.4,5.39,0.68,2.32,34.57,25467,948759,880394,-68365,6411,5.392,48.5,1.0474040632054176,-4588.255033557047,59086.845637583894,63675.100671140935,430.2684563758389,False,2.5002984517666365,0.9278892279282727
SF12520,Andhra Pradesh,Krishna,Cotton,Zaid,10.41,478.3,32.3,33.1,8.6,6.78,18.4,169.1,70.7,115.5,Flood,196.0,4.62,0.69,1.38,14.37,68643,608977,986400,377423,9592,1.498,48.4,1.1129032258064515,36255.81171950048,94755.04322766571,58499.23150816523,921.4217098943324,True,0.852224283731265,1.6192920412429368
SF12521,Madhya Pradesh,Rajkot,Groundnut,Rabi,8.36,321.8,23.1,57.8,8.4,7.25,22.3,174.3,58.0,73.7,Drip,231.4,2.16,0.97,1.16,9.7,52411,535261,508387,-26874,3900,2.487,43.3,0.8285714285714285,-3214.593301435407,60811.84210526316,64026.43540669857,466.50717703349284,False,1.2216220909102777,0.9495571573494052
SF12522,Madhya Pradesh,Rajkot,Wheat,Kharif,3.63,825.3,29.9,66.0,6.3,6.49,26.7,93.7,76.6,42.3,Flood,259.8,5.46,0.7,2.96,10.74,27675,308695,297230,-11465,2155,4.984,47.8,1.3363431151241536,-3158.4022038567496,81881.54269972452,85039.94490358127,593.66391184573,False,3.0728074039234428,0.9632884886376519
SF12523,Tamil Nadu,Erode,Cotton,Kharif,11.85,810.0,26.0,66.9,6.7,6.41,32.9,122.7,88.2,92.2,Sprinkler,227.4,4.95,0.78,2.17,25.71,66334,797765,1705447,907682,7484,3.435,50.6,1.75,76597.6371308017,143919.57805907173,67321.94092827005,631.5611814345991,True,1.0148934321504817,2.1381555257500637
SF12524,Madhya Pradesh,Guntur,Sugarcane,Kharif,2.65,697.5,30.4,77.6,7.5,6.1,31.3,105.9,50.3,40.8,Sprinkler,164.2,3.0,0.95,49.09,130.09,4312,155179,560948,405769,4630,28.097,55.6,1.022069539870914,153120.37735849057,211678.49056603774,58558.11320754717,1747.169811320755,True,13.580267441453426,3.6148036267793966
SF12525,Punjab,Nashik,Chilli,Rabi,8.16,382.2,23.6,64.5,8.0,7.11,26.6,113.6,44.9,74.1,Rainfed,244.4,5.56,0.9,1.25,10.2,93125,479871,949875,470004,2205,4.626,37.6,0.8038585209003215,57598.529411764706,116406.25,58807.720588235294,270.2205882352941,True,0.631492301618634,1.9794382240227062
SF12526,Punjab,Nashik,Groundnut,Kharif,6.51,922.5,29.8,71.3,7.6,7.31,29.0,166.5,49.8,123.7,Sprinkler,154.4,7.33,0.88,1.41,9.18,55215,528644,506874,-21770,3323,2.763,44.6,1.0071428571428571,-3344.0860215053763,77860.82949308756,81204.91551459294,510.44546850998466,False,1.4707038941337125,0.9587245982173258
SF12527,Karnataka,Krishna,Maize,Kharif,14.39,849.3,26.3,82.4,5.9,6.44,26.5,67.4,35.3,121.9,Sprinkler,226.8,0.76,0.83,4.24,61.01,20457,1079411,1248082,168671,7924,7.699,62.7,1.487719298245614,11721.403752605976,86732.59207783183,75011.18832522584,550.6601806810285,True,3.666773638618851,1.1563299013999304
SF12528,Tamil Nadu,Erode,Rice,Rabi,13.6,457.7,22.4,65.5,6.8,6.23,26.6,108.9,74.9,65.0,Rainfed,203.2,7.4,0.85,2.41,32.78,25575,815454,838348,22894,9936,3.299,24.2,0.9796747967479675,1683.3823529411766,61643.23529411765,59959.852941176476,730.5882352941177,True,2.3444712782473696,1.0279503196992104
SF12529,Punjab,Warangal,Rice,Kharif,0.98,871.1,29.7,65.1,7.5,7.11,28.8,114.3,73.8,144.3,Drip,211.3,2.86,0.95,3.05,2.99,18262,73419,54603,-18816,1256,2.381,42.7,1.2398373983739837,-19200.0,55717.34693877551,74917.34693877552,1281.6326530612246,False,4.102362662291946,0.7434740053664581
SF12530,Telangana,Nalgonda,Chilli,Kharif,6.78,1168.0,27.4,71.8,6.7,5.93,28.7,100.2,50.2,98.7,Sprinkler,188.8,5.61,0.99,0.89,6.03,102918,491496,620596,129100,4001,1.507,58.5,0.5723472668810289,19041.297935103245,91533.33333333333,72492.03539823009,590.1179941002949,True,0.704366927050954,1.2635459812490843
SF12531,Karnataka,Erode,Cotton,Rabi,2.91,348.4,21.7,44.8,7.3,6.31,25.3,95.1,34.2,116.3,Flood,162.7,7.26,0.91,1.12,3.26,59942,205713,195411,-10302,2762,1.18,37.4,0.903225806451613,-3540.20618556701,67151.54639175258,70691.75257731958,949.1408934707904,False,1.179335900992953,0.9496870222105556
SF12532,Gujarat,Rajkot,Pulses,Kharif,6.43,866.7,25.4,77.7,6.2,6.38,29.3,174.6,88.1,134.1,Sprinkler,202.2,4.66,0.84,1.56,10.03,68725,479129,689312,210183,2351,4.266,51.1,1.6595744680851066,32687.86936236392,107202.48833592536,74514.61897356143,365.6298600311042,True,1.0842432735330874,1.4387914945661817
SF12533,Maharashtra,Nalgonda,Sugarcane,Kharif,6.09,695.7,30.4,71.7,9.3,6.92,26.4,114.2,82.2,58.4,Rainfed,240.7,6.08,0.72,72.92,444.08,3799,469732,1687060,1217328,5817,76.342,60.0,1.5182177805538206,199889.6551724138,277021.34646962234,77131.69129720854,955.1724137931035,True,20.3031564351694,3.5915597770643686
SF12534,Gujarat,Warangal,Pulses,Kharif,13.61,893.4,35.3,73.8,7.5,7.19,34.7,113.1,51.6,87.9,Drip,124.6,4.9,0.73,0.91,12.39,68258,709265,845717,136452,3623,3.42,51.7,0.9680851063829788,10025.863335782513,62139.382806759735,52113.519470977226,266.2013225569434,True,0.7634785588645613,1.1919129744171784
SF12535,Karnataka,Nashik,Chilli,Kharif,8.55,865.2,31.4,76.8,7.2,7.71,29.1,162.1,73.8,110.8,Rainfed,162.9,1.73,0.66,0.7,5.98,116094,463908,694242,230334,2637,2.268,67.4,0.45016077170418,26939.649122807015,81197.89473684209,54258.245614035084,308.4210526315789,True,0.46736477004871124,1.4977594479939988
SF12536,Maharashtra,Rajkot,Chilli,Rabi,6.47,314.5,22.1,54.3,7.9,7.04,23.3,117.6,35.1,159.6,Flood,142.6,1.35,0.72,1.43,9.25,105884,292034,979427,687393,5395,1.715,45.1,0.9196141479099678,106243.12210200928,151379.75270479135,45136.630602782076,833.8485316846986,True,0.42628376905653426,3.354572948355328
